edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
38,Universitario,Backend,Semi-Senior,57,Remoto,Plazo fijo,10429985,0,Si,4,2,5,3,3,2,3,No
30,Tecnico,Data,Junior,17,Remoto,Eventual,5811414,1,Si,2,2,3,4,3,2,3,No
24,Universitario,Data,Lead,10,Presencial,Indefinido,19185727,11,Si,3,1,3,5,2,3,3,Si
39,Tecnico,Mobile,Junior,3,Hibrido,Plazo fijo,4515588,0,Si,3,3,4,4,3,4,3,Si
33,Universitario,Data,Trainee,74,Remoto,Indefinido,3717116,21,No,3,1,2,4,1,4,2,No
23,Universitario,Fullstack,Semi-Senior,2,Remoto,Indefinido,7457301,0,No,4,2,3,3,3,3,2,No
28,Universitario,Backend,Senior,9,Remoto,Indefinido,18058175,12,Si,3,1,2,2,3,1,3,No
24,Secundaria,Fullstack,Trainee,9,Hibrido,Indefinido,3245456,18,No,3,1,5,4,3,3,4,Si
21,Tecnico,Fullstack,Semi-Senior,10,Remoto,Indefinido,10862230,22,Si,3,0,4,4,2,3,2,No
35,Universitario,Frontend,Semi-Senior,5,Presencial,Eventual,10210101,16,No,4,3,3,3,4,2,3,No
41,Tecnico,Mobile,Junior,37,Remoto,Indefinido,5030992,2,No,3,3,4,3,3,3,3,No
21,Tecnico,Data,Junior,4,Remoto,Indefinido,5588712,3,No,3,2,4,4,3,4,3,No
33,Secundaria,Backend,Semi-Senior,25,Presencial,Indefinido,7047361,4,Si,3,2,4,3,5,3,4,No
26,Posgrado,DevOps,Junior,4,Hibrido,Indefinido,7442431,1,Si,5,1,2,3,3,2,4,No
27,Universitario,QA,Lead,2,Presencial,Indefinido,23232823,0,No,5,3,5,3,4,3,3,Si
26,Universitario,Data,Senior,58,Hibrido,Indefinido,13239665,16,No,2,1,3,4,3,3,4,No
24,Universitario,Data,Lead,6,Remoto,Indefinido,27548852,6,Si,3,1,3,4,5,2,3,Si
30,Universitario,Fullstack,Junior,42,Hibrido,Indefinido,4514677,7,No,4,3,4,4,2,4,4,No
25,Universitario,Data,Lead,19,Presencial,Plazo fijo,27348586,20,No,4,3,4,5,1,1,3,No
31,Universitario,DevOps,Semi-Senior,2,Hibrido,Plazo fijo,12850759,8,No,4,2,3,3,2,3,3,No
29,Tecnico,Frontend,Semi-Senior,75,Remoto,Indefinido,8958970,9,No,4,2,4,3,3,3,4,Si
28,Tecnico,Fullstack,Trainee,7,Hibrido,Indefinido,4377984,12,Si,4,3,2,4,2,4,3,Si
24,Tecnico,Mobile,Trainee,48,Hibrido,Indefinido,4646032,0,Si,4,1,5,4,2,2,2,Si
26,Universitario,Backend,Senior,5,Presencial,Plazo fijo,17363395,3,Si,3,1,3,3,3,3,2,No
34,Universitario,Mobile,Semi-Senior,47,Remoto,Indefinido,10423604,27,No,3,1,3,3,2,3,4,Si
33,Universitario,Mobile,Junior,1,Remoto,Indefinido,6390252,20,Si,2,3,5,2,2,3,3,No
24,Secundaria,Frontend,Semi-Senior,18,Hibrido,Plazo fijo,9508894,17,No,3,4,3,4,4,2,3,No
30,Tecnico,Fullstack,Junior,36,Presencial,Indefinido,6344348,4,Si,2,5,4,2,2,4,5,Si
34,Posgrado,DevOps,Semi-Senior,66,Presencial,Indefinido,7759848,15,Si,4,2,3,4,3,3,2,No
20,Universitario,Fullstack,Semi-Senior,58,Presencial,Indefinido,8409277,0,No,3,2,2,3,3,3,4,No
33,Universitario,Frontend,Senior,42,Hibrido,Eventual,12592023,1,Si,5,1,3,2,4,4,2,No
26,Universitario,Frontend,Senior,53,Remoto,Eventual,19510974,4,Si,4,2,4,4,4,3,3,No
33,Universitario,Backend,Semi-Senior,6,Hibrido,Plazo fijo,9293316,5,No,3,5,4,5,5,3,2,No
25,Universitario,Data,Semi-Senior,9,Remoto,Indefinido,7792644,2,Si,2,3,4,4,4,3,2,No
20,Tecnico,Backend,Semi-Senior,9,Hibrido,Indefinido,8539152,3,Si,2,2,2,3,3,2,4,No
20,Universitario,Mobile,Senior,12,Remoto,Eventual,11823837,1,Si,4,1,4,3,4,3,4,No
30,Universitario,Backend,Junior,12,Remoto,Eventual,4892776,5,No,3,5,3,4,4,3,4,No
31,Universitario,Backend,Junior,19,Presencial,Indefinido,5887781,12,No,5,2,2,4,5,1,4,No
24,Universitario,QA,Junior,5,Hibrido,Plazo fijo,4856440,8,No,3,2,4,3,3,3,5,No
33,Secundaria,DevOps,Semi-Senior,29,Hibrido,Indefinido,7841618,0,Si,4,1,4,4,3,2,4,No
20,Posgrado,Frontend,Semi-Senior,5,Presencial,Indefinido,7961743,5,Si,2,1,3,5,4,4,2,No
29,Universitario,Fullstack,Senior,9,Hibrido,Plazo fijo,16991233,9,No,4,0,4,2,1,4,2,Si
22,Universitario,Frontend,Junior,17,Hibrido,Indefinido,5034820,6,No,3,3,4,4,3,3,4,No
26,Posgrado,Fullstack,Semi-Senior,39,Remoto,Eventual,9307278,3,Si,4,3,4,2,4,1,2,Si
30,Universitario,Mobile,Senior,33,Hibrido,Indefinido,12035340,7,Si,4,1,3,3,4,3,2,Si
24,Universitario,Frontend,Senior,25,Remoto,Indefinido,19366126,27,No,4,2,4,4,1,2,4,No
27,Universitario,Backend,Semi-Senior,5,Hibrido,Eventual,7103021,0,No,5,4,4,3,2,4,4,No
36,Posgrado,Backend,Semi-Senior,20,Remoto,Eventual,9011562,3,Si,3,2,4,2,1,2,3,No
26,Universitario,QA,Junior,3,Hibrido,Indefinido,4500209,4,Si,5,1,3,4,4,2,2,No
35,Tecnico,Data,Lead,12,Remoto,Indefinido,23610679,6,Si,2,3,4,3,3,2,3,No
23,Universitario,Frontend,Junior,13,Hibrido,Plazo fijo,7629497,1,Si,4,6,4,4,5,2,3,No
33,Posgrado,DevOps,Lead,1,Hibrido,Indefinido,17903561,1,No,3,2,2,4,3,2,3,No
38,Universitario,Backend,Senior,8,Hibrido,Eventual,16473024,2,No,3,0,3,3,5,2,2,Si
20,Universitario,Backend,Semi-Senior,75,Hibrido,Eventual,10007446,24,No,2,3,3,4,1,3,2,Si
25,Universitario,DevOps,Trainee,74,Presencial,Indefinido,4316327,10,Si,3,1,1,4,3,5,4,No
33,Universitario,QA,Semi-Senior,11,Presencial,Indefinido,7216194,8,Si,3,1,4,4,3,3,4,No
28,Universitario,Data,Semi-Senior,2,Presencial,Indefinido,9454082,13,Si,4,1,5,3,2,3,4,No
32,Posgrado,Fullstack,Junior,5,Remoto,Eventual,6985702,1,Si,4,5,5,2,4,4,1,Si
26,Universitario,Backend,Semi-Senior,12,Presencial,Indefinido,10597326,15,No,3,0,3,3,3,3,2,No
30,Tecnico,DevOps,Lead,71,Presencial,Indefinido,23396007,7,Si,5,3,3,3,3,3,4,No
29,Tecnico,Backend,Semi-Senior,4,Remoto,Indefinido,12757122,3,Si,3,1,2,4,3,2,4,No
37,Posgrado,Fullstack,Senior,35,Hibrido,Indefinido,15857162,13,Si,4,0,3,2,3,2,4,No
31,Universitario,Backend,Trainee,3,Hibrido,Indefinido,4937834,12,Si,4,2,4,5,3,3,3,No
32,Universitario,Mobile,Semi-Senior,96,Presencial,Indefinido,11966896,14,No,3,0,3,5,2,2,3,Si
27,Posgrado,Backend,Junior,12,Remoto,Eventual,7513435,0,No,4,3,5,3,4,5,3,No
27,Posgrado,Backend,Semi-Senior,36,Remoto,Eventual,8034023,27,Si,3,1,2,5,2,2,3,Si
27,Posgrado,QA,Lead,11,Remoto,Plazo fijo,23177088,25,No,3,1,4,2,1,4,4,Si
32,Posgrado,Frontend,Semi-Senior,24,Hibrido,Indefinido,11990364,3,Si,2,1,3,4,2,4,3,No
27,Universitario,Fullstack,Trainee,6,Remoto,Indefinido,3393545,0,Si,3,4,3,3,4,3,2,No
31,Universitario,Backend,Semi-Senior,4,Presencial,Plazo fijo,7300763,1,No,3,1,3,4,4,5,4,Si
42,Universitario,Frontend,Semi-Senior,67,Presencial,Indefinido,8055608,39,Si,4,2,3,2,3,3,4,Si
35,Posgrado,Frontend,Semi-Senior,60,Presencial,Eventual,10849182,6,No,3,1,3,4,3,4,5,No
28,Universitario,Frontend,Senior,53,Hibrido,Plazo fijo,12564458,3,Si,3,2,5,5,4,3,4,No
37,Universitario,QA,Senior,24,Hibrido,Indefinido,18919584,2,No,4,0,5,2,3,3,4,No
27,Universitario,Backend,Semi-Senior,40,Hibrido,Eventual,8666984,2,No,4,2,3,5,2,2,2,No
20,Tecnico,Data,Semi-Senior,2,Presencial,Eventual,11242154,8,No,3,2,2,4,2,3,3,No
23,Universitario,Fullstack,Junior,10,Hibrido,Indefinido,6077586,4,No,4,2,4,2,3,4,3,No
20,Posgrado,Fullstack,Junior,10,Remoto,Indefinido,4779916,26,No,3,1,4,3,3,3,4,Si
27,Posgrado,Fullstack,Semi-Senior,25,Hibrido,Indefinido,7348249,9,Si,3,2,3,4,4,4,3,Si
30,Secundaria,Fullstack,Semi-Senior,11,Remoto,Indefinido,11629199,12,No,3,0,4,4,3,3,3,No
40,Tecnico,DevOps,Semi-Senior,4,Presencial,Indefinido,7986275,2,No,4,4,5,4,5,3,4,No
31,Tecnico,Backend,Semi-Senior,22,Remoto,Indefinido,11198880,0,Si,3,2,4,4,4,4,3,No
28,Universitario,Backend,Trainee,41,Hibrido,Eventual,4730643,5,Si,4,5,4,3,3,3,4,Si
34,Posgrado,QA,Semi-Senior,12,Presencial,Indefinido,8410124,3,No,2,2,4,3,4,4,2,No
20,Universitario,Data,Junior,4,Presencial,Indefinido,7032000,1,No,4,3,4,3,4,3,3,No
31,Universitario,QA,Junior,6,Hibrido,Plazo fijo,6114340,24,Si,3,2,2,4,3,3,3,No
34,Posgrado,Fullstack,Senior,7,Remoto,Indefinido,14394020,4,No,4,3,5,4,2,2,3,Si
21,Universitario,DevOps,Trainee,9,Hibrido,Eventual,4472077,1,Si,3,1,3,4,4,4,3,No
36,Universitario,Fullstack,Semi-Senior,25,Hibrido,Indefinido,7810586,1,Si,4,1,2,4,5,2,3,No
32,Universitario,Fullstack,Junior,23,Remoto,Indefinido,7925037,2,No,4,2,2,4,3,3,3,No
27,Universitario,Backend,Senior,29,Remoto,Indefinido,12599826,40,Si,3,1,2,4,1,4,5,No
33,Universitario,Fullstack,Semi-Senior,11,Hibrido,Plazo fijo,9860597,2,No,2,2,2,5,2,3,4,No
43,Universitario,Backend,Junior,42,Hibrido,Indefinido,5848483,3,Si,4,3,4,4,4,3,1,No
31,Universitario,Backend,Semi-Senior,6,Presencial,Plazo fijo,11310493,8,Si,3,2,3,4,4,2,4,No
31,Posgrado,QA,Senior,16,Hibrido,Indefinido,11981598,2,Si,4,2,4,4,2,2,3,Si
27,Universitario,Backend,Lead,39,Hibrido,Indefinido,19042974,1,No,4,1,4,4,2,3,2,No
24,Universitario,Frontend,Junior,5,Remoto,Indefinido,5305896,1,Si,3,2,4,3,2,1,4,Si
34,Tecnico,Frontend,Senior,3,Hibrido,Eventual,19420149,2,Si,4,1,4,4,5,3,3,No
24,Universitario,Data,Lead,52,Hibrido,Eventual,23864367,0,Si,3,2,4,4,3,4,5,Si
30,Secundaria,Fullstack,Lead,11,Hibrido,Indefinido,17844510,0,Si,4,2,3,4,3,2,3,No
27,Universitario,Fullstack,Semi-Senior,28,Remoto,Indefinido,11323492,13,Si,4,1,3,3,3,2,3,No
32,Universitario,DevOps,Semi-Senior,1,Remoto,Indefinido,7208150,1,Si,3,3,4,3,4,3,4,Si
32,Posgrado,QA,Semi-Senior,29,Hibrido,Indefinido,9573338,11,No,4,0,2,3,4,3,3,Si
36,Tecnico,Backend,Senior,10,Remoto,Indefinido,12858777,12,No,3,2,3,5,3,3,2,No
26,Universitario,Mobile,Semi-Senior,2,Hibrido,Eventual,7480620,6,No,4,3,3,4,2,2,2,Si
28,Posgrado,DevOps,Semi-Senior,23,Hibrido,Eventual,11738748,2,No,4,2,4,4,4,3,3,No
24,Universitario,Mobile,Semi-Senior,7,Presencial,Indefinido,11935500,1,Si,4,2,4,2,4,2,4,No
27,Universitario,Frontend,Senior,12,Hibrido,Indefinido,15863099,10,Si,5,3,5,3,4,2,4,No
32,Universitario,QA,Senior,3,Presencial,Eventual,15919314,7,No,3,2,3,3,2,2,4,No
34,Universitario,Fullstack,Junior,4,Remoto,Plazo fijo,7298848,8,No,3,2,3,3,2,4,4,No
24,Tecnico,Backend,Senior,9,Hibrido,Indefinido,17196519,0,Si,3,4,3,5,5,1,4,No
35,Universitario,Fullstack,Semi-Senior,3,Remoto,Indefinido,8122207,20,No,5,3,3,4,4,3,4,Si
38,Universitario,Frontend,Senior,59,Hibrido,Indefinido,13690927,0,Si,2,2,4,4,3,3,2,No
32,Universitario,Frontend,Semi-Senior,1,Hibrido,Indefinido,10036124,3,Si,4,4,3,3,3,4,3,No
41,Secundaria,DevOps,Semi-Senior,16,Hibrido,Indefinido,9582977,4,Si,3,2,3,4,3,3,3,No
25,Universitario,Frontend,Lead,4,Presencial,Indefinido,27892711,0,No,4,0,4,5,4,2,4,No
22,Secundaria,Fullstack,Junior,9,Hibrido,Plazo fijo,4927557,5,No,2,1,1,3,2,2,2,Si
20,Universitario,Fullstack,Senior,63,Presencial,Indefinido,13165456,11,No,4,3,4,3,3,3,2,No
38,Universitario,Frontend,Semi-Senior,5,Hibrido,Indefinido,7365750,13,Si,3,3,3,3,2,2,3,Si
33,Posgrado,Data,Semi-Senior,82,Hibrido,Indefinido,12888106,16,No,4,3,4,3,3,4,5,No
29,Universitario,Backend,Junior,6,Remoto,Plazo fijo,4984103,5,Si,3,2,4,3,2,3,4,No
31,Universitario,Backend,Semi-Senior,33,Presencial,Eventual,9152259,7,No,4,4,1,3,3,3,4,Si
23,Tecnico,Backend,Junior,19,Presencial,Indefinido,7119210,0,Si,3,2,3,3,4,3,2,No
44,Universitario,Backend,Trainee,52,Hibrido,Indefinido,4293767,5,Si,3,2,3,3,3,2,4,No
30,Posgrado,Frontend,Junior,20,Remoto,Eventual,6205096,1,Si,3,2,1,3,2,2,2,No
30,Posgrado,DevOps,Trainee,19,Remoto,Indefinido,3350041,3,No,3,4,4,3,5,3,4,No
34,Universitario,Data,Lead,6,Hibrido,Indefinido,22412609,3,No,3,4,3,5,2,3,2,No
32,Universitario,Backend,Lead,5,Hibrido,Indefinido,22031119,4,Si,3,1,2,4,1,1,3,Si
31,Universitario,Mobile,Semi-Senior,60,Presencial,Indefinido,11455237,6,Si,4,0,3,4,4,3,1,No
25,Posgrado,DevOps,Senior,10,Remoto,Indefinido,16871348,18,No,3,2,2,4,2,3,2,Si
32,Universitario,QA,Semi-Senior,12,Remoto,Eventual,9379220,4,No,4,2,3,3,3,2,2,Si
41,Universitario,Fullstack,Semi-Senior,35,Hibrido,Plazo fijo,10519065,31,No,3,2,3,4,2,1,4,Si
38,Universitario,Backend,Senior,10,Hibrido,Indefinido,17960698,11,Si,4,3,4,3,4,2,3,No
39,Universitario,Backend,Lead,73,Presencial,Eventual,16784210,5,Si,4,4,3,4,5,3,3,No
26,Secundaria,Mobile,Semi-Senior,33,Remoto,Indefinido,12198363,8,No,4,2,4,3,3,3,3,Si
24,Universitario,DevOps,Senior,22,Presencial,Indefinido,18341127,0,Si,3,3,2,3,2,1,2,No
29,Universitario,Backend,Junior,52,Hibrido,Indefinido,6963501,14,Si,3,4,3,5,3,3,4,No
30,Universitario,Backend,Lead,2,Presencial,Plazo fijo,25133527,6,No,2,0,5,2,4,4,3,No
36,Tecnico,QA,Trainee,8,Remoto,Indefinido,4028719,34,No,3,3,2,5,3,4,5,No
20,Universitario,DevOps,Semi-Senior,16,Remoto,Indefinido,8586987,8,Si,2,1,2,5,3,4,5,No
39,Universitario,Data,Semi-Senior,7,Remoto,Plazo fijo,9819127,14,No,3,2,5,3,2,2,4,No
29,Universitario,DevOps,Senior,33,Hibrido,Plazo fijo,17779865,12,No,5,2,4,5,2,4,3,Si
27,Tecnico,Backend,Junior,61,Remoto,Plazo fijo,5331710,3,Si,3,3,3,3,3,2,4,No
23,Universitario,Fullstack,Lead,14,Presencial,Indefinido,16932919,2,Si,2,2,2,4,2,3,4,No
20,Universitario,Mobile,Junior,11,Hibrido,Indefinido,6556370,4,No,4,1,3,3,4,2,3,Si
34,Universitario,Frontend,Semi-Senior,79,Presencial,Indefinido,9149151,5,No,1,2,3,2,3,4,4,No
30,Universitario,Fullstack,Junior,15,Remoto,Indefinido,6366161,2,No,4,2,3,3,4,4,3,No
22,Universitario,Mobile,Junior,17,Hibrido,Eventual,7926216,17,No,5,0,2,3,3,4,3,No
22,Posgrado,Frontend,Semi-Senior,11,Remoto,Indefinido,12998017,6,Si,3,1,3,4,5,2,3,No
27,Universitario,DevOps,Semi-Senior,58,Remoto,Indefinido,12804824,30,No,3,3,3,3,2,2,1,No
40,Posgrado,Fullstack,Junior,21,Presencial,Plazo fijo,6798739,13,Si,4,1,4,3,3,3,3,No
28,Universitario,Data,Junior,35,Presencial,Indefinido,6333451,6,No,3,1,2,4,3,4,3,No
20,Tecnico,Frontend,Semi-Senior,41,Hibrido,Indefinido,7263356,23,No,4,1,3,4,3,4,4,Si
28,Tecnico,Backend,Senior,11,Hibrido,Plazo fijo,18984705,5,No,3,2,5,3,3,2,4,No
28,Universitario,Mobile,Senior,14,Presencial,Eventual,19731896,17,No,5,2,2,3,4,3,5,No
20,Universitario,Backend,Junior,46,Presencial,Plazo fijo,6502507,3,No,4,2,3,4,4,4,4,No
29,Universitario,Mobile,Semi-Senior,11,Remoto,Indefinido,9652808,3,Si,4,2,3,3,4,2,3,Si
28,Universitario,DevOps,Junior,38,Remoto,Indefinido,5609736,4,No,5,3,1,2,3,2,3,Si
34,Universitario,Frontend,Trainee,68,Hibrido,Plazo fijo,3681214,6,Si,4,1,2,3,3,4,2,No
41,Universitario,Fullstack,Semi-Senior,24,Hibrido,Indefinido,11777376,6,No,4,2,4,4,4,5,4,No
36,Tecnico,Fullstack,Semi-Senior,33,Presencial,Indefinido,9488489,5,Si,2,0,3,3,4,4,3,No
28,Universitario,Backend,Junior,40,Remoto,Eventual,5910364,2,Si,3,2,4,3,3,1,4,No
23,Universitario,Data,Junior,45,Remoto,Indefinido,7672525,20,No,4,5,3,2,3,5,3,Si
45,Tecnico,QA,Trainee,13,Presencial,Plazo fijo,4358293,7,No,2,1,3,3,2,3,3,No
30,Universitario,Mobile,Senior,2,Presencial,Indefinido,12911128,4,Si,3,0,3,4,4,2,3,No
30,Universitario,Mobile,Lead,13,Remoto,Indefinido,27073404,8,No,3,1,3,2,2,1,4,Si
29,Universitario,Fullstack,Junior,27,Hibrido,Indefinido,5062193,11,No,4,1,2,3,4,3,4,No
31,Posgrado,Data,Junior,15,Presencial,Plazo fijo,5439077,25,No,4,2,3,2,2,3,2,No
29,Posgrado,Mobile,Senior,34,Hibrido,Indefinido,14786065,5,No,4,5,2,3,5,2,4,Si
26,Universitario,DevOps,Lead,11,Hibrido,Indefinido,19848243,0,No,3,4,2,5,4,4,2,No
26,Universitario,QA,Semi-Senior,25,Hibrido,Plazo fijo,10703375,4,No,4,2,3,4,4,4,4,No
29,Universitario,Backend,Trainee,5,Remoto,Plazo fijo,3328206,5,Si,3,2,4,2,2,3,4,Si
26,Universitario,DevOps,Trainee,34,Remoto,Eventual,4646255,18,No,3,2,3,4,4,2,3,No
25,Tecnico,Backend,Semi-Senior,19,Hibrido,Indefinido,11293900,4,No,4,5,4,5,3,3,3,No
30,Universitario,Backend,Semi-Senior,6,Remoto,Indefinido,10917430,24,No,4,0,2,2,4,4,3,Si
28,Posgrado,Backend,Trainee,9,Hibrido,Eventual,3881450,5,Si,2,4,3,2,3,3,4,Si
39,Universitario,Data,Semi-Senior,34,Remoto,Plazo fijo,8851579,29,Si,4,4,5,4,2,2,4,Si
20,Universitario,QA,Trainee,16,Hibrido,Indefinido,4046072,0,No,5,2,5,3,3,2,4,No
36,Universitario,Mobile,Senior,6,Remoto,Indefinido,13105777,18,Si,4,1,2,4,3,2,2,No
37,Tecnico,DevOps,Junior,83,Remoto,Plazo fijo,5849919,21,No,4,1,2,3,3,3,4,No
20,Universitario,Fullstack,Trainee,31,Presencial,Indefinido,4431445,25,Si,3,1,5,4,1,2,1,No
27,Universitario,Data,Semi-Senior,76,Remoto,Plazo fijo,11603446,0,Si,5,1,4,5,3,2,1,No
27,Secundaria,Fullstack,Semi-Senior,14,Remoto,Indefinido,9390514,1,Si,3,1,3,3,4,2,4,No
21,Secundaria,Backend,Lead,16,Remoto,Indefinido,20942712,8,No,3,3,3,4,3,3,2,Si
25,Posgrado,Frontend,Semi-Senior,55,Presencial,Plazo fijo,8171758,0,Si,3,3,4,3,3,4,3,No
23,Universitario,DevOps,Junior,18,Remoto,Indefinido,5581781,0,No,4,2,4,1,4,1,5,No
40,Universitario,DevOps,Senior,30,Remoto,Indefinido,18449116,1,No,5,4,3,4,4,4,4,No
35,Universitario,Backend,Junior,7,Hibrido,Indefinido,6626869,5,No,3,3,3,4,3,2,4,No
37,Posgrado,Frontend,Lead,15,Remoto,Indefinido,27239680,6,No,4,2,3,2,5,5,3,No
34,Universitario,QA,Semi-Senior,4,Presencial,Plazo fijo,7942639,0,Si,4,1,3,3,3,3,3,Si
23,Universitario,Frontend,Semi-Senior,6,Presencial,Plazo fijo,7991993,1,Si,3,4,3,3,2,3,3,No
26,Posgrado,Mobile,Trainee,1,Hibrido,Plazo fijo,4349282,5,Si,3,1,2,4,2,2,3,Si
32,Posgrado,Data,Semi-Senior,1,Hibrido,Indefinido,8510902,7,No,5,4,5,2,4,5,3,No
22,Tecnico,Fullstack,Senior,91,Hibrido,Indefinido,16171666,1,No,2,0,3,3,2,3,3,No
34,Posgrado,Backend,Senior,7,Presencial,Indefinido,18099492,4,No,3,2,5,1,3,4,3,Si
28,Universitario,Mobile,Junior,27,Remoto,Eventual,6948966,18,Si,4,2,1,4,2,2,1,No
27,Universitario,DevOps,Junior,44,Presencial,Plazo fijo,6973901,40,No,3,2,2,4,1,4,5,Si
34,Tecnico,Fullstack,Senior,20,Presencial,Plazo fijo,12280280,34,Si,5,3,4,3,2,4,4,Si
32,Tecnico,Data,Lead,4,Presencial,Indefinido,22457451,17,No,4,4,3,5,1,2,3,No
27,Universitario,Frontend,Junior,32,Hibrido,Indefinido,5852507,4,Si,3,3,2,1,3,3,4,No
36,Universitario,Fullstack,Semi-Senior,23,Remoto,Indefinido,12973031,9,No,2,4,4,3,2,2,3,No
23,Universitario,Mobile,Semi-Senior,32,Remoto,Indefinido,9850310,4,No,4,0,2,4,2,3,4,No
33,Universitario,QA,Senior,36,Remoto,Indefinido,15015789,8,Si,3,4,4,4,3,4,1,Si
33,Universitario,Frontend,Junior,89,Presencial,Eventual,5292214,2,Si,5,3,3,5,3,2,3,No
28,Tecnico,DevOps,Junior,21,Hibrido,Indefinido,5091058,7,Si,3,5,2,3,4,3,3,No
31,Universitario,Fullstack,Senior,11,Hibrido,Indefinido,14727661,5,Si,3,2,3,3,3,2,3,No
22,Tecnico,Backend,Trainee,26,Hibrido,Indefinido,4676373,0,Si,3,3,5,5,4,2,5,No
35,Universitario,Frontend,Semi-Senior,2,Presencial,Eventual,8279372,12,No,4,5,3,4,3,4,3,No
28,Universitario,QA,Semi-Senior,55,Remoto,Indefinido,11095228,0,Si,4,2,4,5,2,3,3,No
26,Posgrado,Frontend,Semi-Senior,4,Hibrido,Plazo fijo,12009940,2,No,5,0,5,3,3,4,3,No
36,Tecnico,Backend,Semi-Senior,10,Remoto,Eventual,12784320,0,Si,3,3,3,4,3,3,2,No
25,Tecnico,Backend,Semi-Senior,41,Hibrido,Indefinido,12767034,3,No,4,1,3,3,4,2,4,No
21,Universitario,QA,Junior,22,Presencial,Plazo fijo,4948402,0,No,4,3,3,3,3,3,4,No
20,Universitario,Mobile,Semi-Senior,13,Hibrido,Indefinido,9449851,19,Si,4,1,4,4,3,4,3,No
33,Universitario,DevOps,Senior,16,Presencial,Indefinido,17507552,4,Si,3,2,5,3,3,3,4,No
22,Posgrado,Backend,Senior,47,Remoto,Plazo fijo,19670441,4,Si,4,2,2,3,4,3,4,No
40,Universitario,Mobile,Junior,10,Hibrido,Plazo fijo,6035834,3,Si,3,1,4,3,3,2,3,Si
20,Universitario,Fullstack,Junior,49,Presencial,Indefinido,6942547,7,No,3,2,3,3,4,3,4,No
40,Universitario,QA,Junior,3,Remoto,Indefinido,5736968,12,No,3,3,1,3,5,3,5,No
31,Universitario,QA,Semi-Senior,36,Hibrido,Indefinido,10078882,8,No,2,1,2,3,4,1,2,No
29,Universitario,Frontend,Semi-Senior,46,Presencial,Indefinido,8760027,11,No,4,5,3,3,4,4,4,No
26,Tecnico,Mobile,Semi-Senior,5,Hibrido,Indefinido,12611589,18,No,4,0,4,3,2,4,3,No
32,Universitario,Frontend,Trainee,14,Hibrido,Indefinido,4521093,15,No,2,1,4,4,4,2,4,No
29,Secundaria,Fullstack,Trainee,5,Remoto,Indefinido,4988022,8,No,4,1,1,3,4,3,2,No
36,Tecnico,Backend,Semi-Senior,30,Remoto,Plazo fijo,12281592,1,No,5,3,4,5,4,3,3,No
30,Posgrado,Backend,Senior,19,Remoto,Indefinido,18536381,8,Si,4,1,4,3,3,3,3,No
30,Tecnico,Backend,Junior,25,Hibrido,Indefinido,7957504,5,Si,3,0,4,4,2,3,1,No
27,Universitario,Mobile,Semi-Senior,6,Hibrido,Indefinido,10052687,10,No,3,2,3,4,3,3,5,No
29,Universitario,Backend,Junior,6,Remoto,Eventual,4522551,14,Si,3,1,4,4,3,1,3,No
31,Universitario,DevOps,Senior,2,Presencial,Indefinido,14193796,10,Si,4,0,4,3,2,1,2,No
20,Posgrado,Fullstack,Senior,10,Hibrido,Indefinido,19482216,14,No,4,2,2,3,2,3,3,Si
21,Secundaria,Frontend,Junior,20,Hibrido,Indefinido,7157001,0,Si,5,3,3,4,4,2,5,No
34,Universitario,DevOps,Junior,47,Presencial,Plazo fijo,7779692,0,No,2,2,3,3,4,2,5,No
31,Posgrado,Backend,Semi-Senior,27,Hibrido,Indefinido,7286539,2,Si,3,2,3,2,2,3,3,No
28,Universitario,Fullstack,Junior,14,Remoto,Plazo fijo,6091620,18,No,2,3,3,5,3,2,4,No
30,Posgrado,Mobile,Semi-Senior,74,Remoto,Eventual,9053790,13,No,4,1,3,4,3,5,2,No
32,Tecnico,Backend,Senior,31,Presencial,Plazo fijo,14049307,9,Si,4,1,2,3,4,1,4,No
26,Universitario,Frontend,Semi-Senior,64,Presencial,Plazo fijo,11522781,9,No,5,5,4,4,3,3,3,No
25,Universitario,Backend,Senior,18,Hibrido,Indefinido,13801818,10,No,4,5,3,4,5,2,4,No
31,Universitario,Data,Semi-Senior,8,Remoto,Indefinido,12919586,22,Si,2,1,4,5,2,3,2,No
24,Posgrado,Mobile,Junior,2,Presencial,Eventual,6363032,14,Si,3,5,3,3,2,2,3,No
32,Universitario,Mobile,Senior,32,Remoto,Indefinido,15944614,7,Si,4,2,3,3,3,4,3,No
20,Universitario,Mobile,Semi-Senior,4,Presencial,Indefinido,10089809,8,No,3,1,2,5,2,4,3,Si
36,Tecnico,Backend,Semi-Senior,9,Hibrido,Plazo fijo,9224344,1,No,3,1,3,3,3,2,2,Si
32,Universitario,Fullstack,Junior,19,Hibrido,Indefinido,6330455,8,Si,2,3,2,3,4,2,2,No
31,Universitario,DevOps,Junior,20,Remoto,Indefinido,5380670,4,No,3,5,4,4,4,3,4,No
35,Posgrado,Frontend,Lead,23,Presencial,Indefinido,16378148,1,Si,4,1,4,4,2,2,4,No
